what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335377351943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377353302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377382769
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1335377383269
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1335377383465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335377404023
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335377404251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377413232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377416424
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335377419761
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377420878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377427141
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335377428095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335377428270
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335377428456
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335377428622
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335377428797
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335377428966
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335377429159
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1335377429414
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1335377429767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335377430354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335377431430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377437982
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377442910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377446794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377448104
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377453618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377455380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377459309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377460434
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335377460836
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1335377462598
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377464037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335377465381
